course,section,open,total,waitlist,date
CMSC412,0101,0,25,4,05-07-17
CMSC412,0102,0,25,6,05-07-17
CMSC466,0101,0,27,1,05-07-17
CMSC433,0101,0,80,27,05-07-17
CMSC411,0101,0,80,28,05-07-17
CMSC430,0101,0,50,4,05-07-17
CMSC451,0101,0,80,16,05-07-17
CMSC451,0201,18,50,0,05-07-17
CMSC435,0101,0,48,11,05-07-17
CMSC434,0101,0,47,29,05-07-17
CMSC426,0101,0,50,12,05-07-17
CMSC436,0101,0,80,17,05-07-17
CMSC424,0101,33,80,0,05-07-17
CMSC424,0201,0,80,10,05-07-17
CMSC423,0101,0,70,3,05-07-17
CMSC422,0101,0,80,28,05-07-17
CMSC422,0201,0,80,17,05-07-17
CMSC421,0101,0,80,12,05-07-17
CMSC420,0101,0,80,40,05-07-17
CMSC420,0301,0,50,22,05-07-17
CMSC420,0201,0,50,43,05-07-17
CMSC474,0101,23,50,0,05-08-17
CMSC417,0101,0,50,14,05-08-17
CMSC417,0201,0,40,11,05-08-17
CMSC414,0101,0,50,30,05-08-17
CMSC414,0301,0,75,18,05-08-17
CMSC414,0201,0,80,21,05-08-17
CMSC460,0101,0,20,11,05-08-17
CMSC460,0201,0,27,17,05-08-17
CMSC412,0101,0,25,4,05-08-17
CMSC412,0102,0,25,6,05-08-17
CMSC466,0101,0,27,2,05-08-17
CMSC433,0101,0,80,27,05-08-17
CMSC411,0101,0,80,28,05-08-17
CMSC430,0101,0,50,5,05-08-17
CMSC451,0101,0,80,16,05-08-17
CMSC451,0201,19,50,0,05-08-17
CMSC435,0101,0,48,11,05-08-17
CMSC434,0101,0,47,29,05-08-17
CMSC426,0101,0,50,12,05-08-17
CMSC436,0101,0,80,17,05-08-17
CMSC424,0101,31,80,0,05-08-17
CMSC424,0201,0,80,10,05-08-17
CMSC423,0101,0,70,3,05-08-17
CMSC422,0101,0,80,28,05-08-17
CMSC422,0201,0,80,18,05-08-17
CMSC421,0101,0,80,12,05-08-17
CMSC420,0101,0,80,40,05-08-17
CMSC420,0301,0,50,21,05-08-17
CMSC420,0201,0,50,43,05-08-17
CMSC474,0101,23,50,0,05-09-17
CMSC417,0101,0,50,14,05-09-17
CMSC417,0201,0,40,11,05-09-17
CMSC414,0101,0,50,30,05-09-17
CMSC414,0301,0,75,18,05-09-17
CMSC414,0201,0,80,21,05-09-17
CMSC460,0101,0,20,11,05-09-17
CMSC460,0201,0,27,17,05-09-17
CMSC412,0101,0,25,4,05-09-17
CMSC412,0102,0,25,6,05-09-17
CMSC466,0101,0,27,2,05-09-17
CMSC433,0101,0,80,27,05-09-17
CMSC411,0101,0,80,27,05-09-17
CMSC430,0101,0,50,5,05-09-17
CMSC451,0101,0,80,16,05-09-17
CMSC451,0201,18,50,0,05-09-17
CMSC435,0101,0,48,11,05-09-17
CMSC434,0101,0,47,29,05-09-17
CMSC426,0101,0,50,12,05-09-17
CMSC436,0101,0,80,16,05-09-17
CMSC424,0101,31,80,0,05-09-17
CMSC424,0201,0,80,10,05-09-17
CMSC423,0101,0,70,3,05-09-17
CMSC422,0101,0,80,28,05-09-17
CMSC422,0201,0,80,19,05-09-17
CMSC421,0101,0,80,12,05-09-17
CMSC420,0101,0,80,39,05-09-17
CMSC420,0301,0,50,21,05-09-17
CMSC420,0201,0,50,42,05-09-17
CMSC474,0101,22,50,0,05-10-17
CMSC417,0101,0,50,14,05-10-17
CMSC417,0201,0,40,11,05-10-17
CMSC414,0101,0,50,29,05-10-17
CMSC414,0301,0,75,18,05-10-17
CMSC414,0201,0,80,21,05-10-17
CMSC460,0401,23,25,0,05-10-17
CMSC460,0101,0,20,14,05-10-17
CMSC460,0301,3,25,0,05-10-17
CMSC460,0201,0,27,17,05-10-17
CMSC412,0101,0,25,4,05-10-17
CMSC412,0102,0,25,6,05-10-17
CMSC466,0101,0,27,4,05-10-17
CMSC433,0101,0,80,28,05-10-17
CMSC411,0101,0,80,26,05-10-17
CMSC430,0101,0,50,5,05-10-17
CMSC451,0101,0,80,15,05-10-17
CMSC451,0201,16,50,0,05-10-17
CMSC435,0101,0,48,11,05-10-17
CMSC434,0101,0,47,29,05-10-17
CMSC426,0101,0,50,12,05-10-17
CMSC436,0101,0,80,17,05-10-17
CMSC424,0101,31,80,0,05-10-17
CMSC424,0201,0,80,11,05-10-17
CMSC423,0101,0,70,3,05-10-17
CMSC422,0101,0,80,28,05-10-17
CMSC422,0201,0,80,19,05-10-17
CMSC421,0101,0,80,13,05-10-17
CMSC420,0101,0,80,38,05-10-17
CMSC420,0301,0,50,21,05-10-17
CMSC420,0201,0,50,42,05-10-17
CMSC474,0101,22,50,0,05-11-17
CMSC417,0101,0,50,14,05-11-17
CMSC417,0201,0,40,11,05-11-17
CMSC414,0101,0,50,29,05-11-17
CMSC414,0301,0,75,18,05-11-17
CMSC414,0201,0,80,21,05-11-17
CMSC460,0401,23,25,0,05-11-17
CMSC460,0101,0,20,14,05-11-17
CMSC460,0301,3,25,0,05-11-17
CMSC460,0201,0,27,17,05-11-17
CMSC412,0101,0,25,4,05-11-17
CMSC412,0102,0,25,6,05-11-17
CMSC466,0101,0,27,4,05-11-17
CMSC433,0101,0,80,28,05-11-17
CMSC411,0101,0,80,26,05-11-17
CMSC430,0101,0,50,5,05-11-17
CMSC451,0101,0,80,15,05-11-17
CMSC451,0201,16,50,0,05-11-17
CMSC435,0101,0,48,11,05-11-17
CMSC434,0101,0,47,29,05-11-17
CMSC426,0101,0,50,12,05-11-17
CMSC436,0101,0,80,17,05-11-17
CMSC424,0101,31,80,0,05-11-17
CMSC424,0201,0,80,11,05-11-17
CMSC423,0101,0,70,3,05-11-17
CMSC422,0101,0,80,28,05-11-17
CMSC422,0201,0,80,19,05-11-17
CMSC421,0101,0,80,13,05-11-17
CMSC420,0101,0,80,38,05-11-17
CMSC420,0301,0,50,21,05-11-17
CMSC420,0201,0,50,42,05-11-17
CMSC474,0101,14,50,0,05-12-17
CMSC417,0101,0,50,14,05-12-17
CMSC417,0201,0,40,11,05-12-17
CMSC414,0101,0,50,34,05-12-17
CMSC414,0301,0,75,25,05-12-17
CMSC414,0201,0,80,28,05-12-17
CMSC460,0401,21,25,0,05-12-17
CMSC460,0101,0,20,13,05-12-17
CMSC460,0301,3,25,0,05-12-17
CMSC460,0201,0,27,15,05-12-17
CMSC412,0101,0,25,5,05-12-17
CMSC412,0102,0,25,7,05-12-17
CMSC466,0101,0,27,5,05-12-17
CMSC433,0101,0,80,34,05-12-17
CMSC411,0101,0,80,28,05-12-17
CMSC430,0101,0,50,6,05-12-17
CMSC451,0101,0,80,15,05-12-17
CMSC451,0201,12,50,0,05-12-17
CMSC435,0101,0,48,13,05-12-17
CMSC434,0101,0,47,30,05-12-17
CMSC426,0101,0,50,12,05-12-17
CMSC436,0101,0,80,20,05-12-17
CMSC424,0101,22,80,0,05-12-17
CMSC424,0201,0,80,11,05-12-17
CMSC423,0101,0,70,10,05-12-17
CMSC422,0101,0,80,29,05-12-17
CMSC422,0201,0,80,19,05-12-17
CMSC421,0101,0,80,13,05-12-17
CMSC420,0101,0,80,39,05-12-17
CMSC420,0301,0,50,22,05-12-17
CMSC420,0201,0,50,43,05-12-17
CMSC474,0101,14,50,0,05-13-17
CMSC417,0101,0,50,14,05-13-17
CMSC417,0201,0,40,11,05-13-17
CMSC414,0101,0,50,34,05-13-17
CMSC414,0301,0,75,25,05-13-17
CMSC414,0201,0,80,28,05-13-17
CMSC460,0401,21,25,0,05-13-17
CMSC460,0101,0,20,13,05-13-17
CMSC460,0301,3,25,0,05-13-17
CMSC460,0201,0,27,15,05-13-17
CMSC412,0101,0,25,5,05-13-17
CMSC412,0102,0,25,7,05-13-17
CMSC466,0101,0,27,5,05-13-17
CMSC433,0101,0,80,34,05-13-17
CMSC411,0101,0,80,28,05-13-17
CMSC430,0101,0,50,6,05-13-17
CMSC451,0101,0,80,15,05-13-17
CMSC451,0201,12,50,0,05-13-17
CMSC435,0101,0,48,13,05-13-17
CMSC434,0101,0,47,30,05-13-17
CMSC426,0101,0,50,12,05-13-17
CMSC436,0101,0,80,20,05-13-17
CMSC424,0101,22,80,0,05-13-17
CMSC424,0201,0,80,11,05-13-17
CMSC423,0101,0,70,10,05-13-17
CMSC422,0101,0,80,29,05-13-17
CMSC422,0201,0,80,19,05-13-17
CMSC421,0101,0,80,13,05-13-17
CMSC420,0101,0,80,39,05-13-17
CMSC420,0301,0,50,22,05-13-17
CMSC420,0201,0,50,43,05-13-17
CMSC474,0101,14,50,0,05-14-17
CMSC417,0101,0,50,14,05-14-17
CMSC417,0201,0,40,11,05-14-17
CMSC414,0101,0,50,34,05-14-17
CMSC414,0301,0,75,25,05-14-17
CMSC414,0201,0,80,28,05-14-17
CMSC460,0401,21,25,0,05-14-17
CMSC460,0101,0,20,13,05-14-17
CMSC460,0301,3,25,0,05-14-17
CMSC460,0201,0,27,15,05-14-17
CMSC412,0101,0,25,5,05-14-17
CMSC412,0102,0,25,7,05-14-17
CMSC466,0101,0,27,5,05-14-17
CMSC433,0101,0,80,34,05-14-17
CMSC411,0101,0,80,28,05-14-17
CMSC430,0101,0,50,6,05-14-17
CMSC451,0101,0,80,15,05-14-17
CMSC451,0201,12,50,0,05-14-17
CMSC435,0101,0,48,13,05-14-17
CMSC434,0101,0,47,30,05-14-17
CMSC426,0101,0,50,12,05-14-17
CMSC436,0101,0,80,20,05-14-17
CMSC424,0101,22,80,0,05-14-17
CMSC424,0201,0,80,11,05-14-17
CMSC423,0101,0,70,10,05-14-17
CMSC422,0101,0,80,29,05-14-17
CMSC422,0201,0,80,19,05-14-17
CMSC421,0101,0,80,13,05-14-17
CMSC420,0101,0,80,39,05-14-17
CMSC420,0301,0,50,22,05-14-17
CMSC420,0201,0,50,43,05-14-17
CMSC474,0101,12,50,0,05-15-17
CMSC417,0101,0,50,14,05-15-17
CMSC417,0201,0,40,11,05-15-17
CMSC414,0101,0,50,35,05-15-17
CMSC414,0301,0,75,27,05-15-17
CMSC414,0201,0,80,31,05-15-17
CMSC460,0401,20,25,0,05-15-17
CMSC460,0101,0,20,13,05-15-17
CMSC460,0301,0,25,1,05-15-17
CMSC460,0201,0,27,16,05-15-17
CMSC412,0101,0,25,5,05-15-17
CMSC412,0102,0,25,7,05-15-17
CMSC466,0101,0,27,2,05-15-17
CMSC433,0101,0,80,35,05-15-17
CMSC411,0101,0,80,28,05-15-17
CMSC430,0101,0,50,6,05-15-17
CMSC451,0101,0,80,16,05-15-17
CMSC451,0201,9,50,0,05-15-17
CMSC435,0101,0,48,13,05-15-17
CMSC434,0101,0,47,30,05-15-17
CMSC426,0101,0,50,13,05-15-17
CMSC436,0101,0,80,20,05-15-17
CMSC424,0101,13,80,0,05-15-17
CMSC424,0201,0,80,11,05-15-17
CMSC423,0101,0,70,12,05-15-17
CMSC422,0101,0,80,29,05-15-17
CMSC422,0201,0,80,19,05-15-17
CMSC421,0101,0,80,17,05-15-17
CMSC420,0101,0,80,41,05-15-17
CMSC420,0301,0,50,23,05-15-17
CMSC420,0201,0,50,45,05-15-17
CMSC474,0101,12,50,0,05-16-17
CMSC417,0101,0,50,14,05-16-17
CMSC417,0201,0,40,10,05-16-17
CMSC414,0101,0,50,35,05-16-17
CMSC414,0301,0,75,27,05-16-17
CMSC414,0201,0,80,31,05-16-17
CMSC460,0401,19,25,0,05-16-17
CMSC460,0101,0,20,12,05-16-17
CMSC460,0301,0,25,2,05-16-17
CMSC460,0201,0,27,15,05-16-17
CMSC412,0101,0,25,5,05-16-17
CMSC412,0102,0,25,7,05-16-17
CMSC466,0101,0,27,2,05-16-17
CMSC433,0101,0,80,35,05-16-17
CMSC411,0101,0,80,28,05-16-17
CMSC430,0101,0,50,6,05-16-17
CMSC451,0101,0,80,16,05-16-17
CMSC451,0201,9,50,0,05-16-17
CMSC435,0101,0,48,13,05-16-17
CMSC434,0101,0,47,30,05-16-17
CMSC426,0101,0,50,13,05-16-17
CMSC436,0101,0,80,20,05-16-17
CMSC424,0101,12,80,0,05-16-17
CMSC424,0201,0,80,11,05-16-17
CMSC423,0101,0,70,12,05-16-17
CMSC422,0101,0,80,29,05-16-17
CMSC422,0201,0,80,19,05-16-17
CMSC421,0101,0,80,17,05-16-17
CMSC420,0101,0,80,41,05-16-17
CMSC420,0301,0,50,23,05-16-17
CMSC420,0201,0,50,45,05-16-17
CMSC474,0101,12,50,0,05-17-17
CMSC417,0101,0,50,0,05-17-17
CMSC417,0201,0,40,0,05-17-17
CMSC414,0101,0,50,0,05-17-17
CMSC414,0301,0,75,0,05-17-17
CMSC414,0201,0,80,0,05-17-17
CMSC460,0401,16,25,0,05-17-17
CMSC460,0101,0,20,12,05-17-17
CMSC460,0301,0,25,2,05-17-17
CMSC460,0201,0,27,13,05-17-17
CMSC412,0101,0,25,0,05-17-17
CMSC412,0102,0,25,0,05-17-17
CMSC466,0101,0,27,2,05-17-17
CMSC433,0101,0,80,0,05-17-17
CMSC411,0101,0,80,0,05-17-17
CMSC430,0101,0,50,0,05-17-17
CMSC451,0101,0,80,0,05-17-17
CMSC451,0201,5,50,0,05-17-17
CMSC435,0101,0,48,0,05-17-17
CMSC434,0101,0,47,0,05-17-17
CMSC426,0101,0,50,0,05-17-17
CMSC436,0101,0,80,0,05-17-17
CMSC424,0101,12,80,0,05-17-17
CMSC424,0201,0,80,0,05-17-17
CMSC423,0101,0,70,0,05-17-17
CMSC422,0101,0,80,0,05-17-17
CMSC422,0201,0,80,0,05-17-17
CMSC421,0101,0,80,0,05-17-17
CMSC420,0101,0,80,0,05-17-17
CMSC420,0301,0,50,0,05-17-17
CMSC420,0201,0,50,0,05-17-17
CMSC474,0101,12,50,0,05-18-17
CMSC417,0101,0,50,0,05-18-17
CMSC417,0201,0,40,0,05-18-17
CMSC414,0101,0,50,0,05-18-17
CMSC414,0301,0,75,0,05-18-17
CMSC414,0201,0,80,0,05-18-17
CMSC460,0401,16,25,0,05-18-17
CMSC460,0101,0,20,12,05-18-17
CMSC460,0301,0,25,2,05-18-17
CMSC460,0201,0,27,13,05-18-17
CMSC412,0101,0,25,0,05-18-17
CMSC412,0102,0,25,0,05-18-17
CMSC466,0101,0,27,2,05-18-17
CMSC433,0101,0,80,0,05-18-17
CMSC411,0101,0,80,0,05-18-17
CMSC430,0101,0,50,0,05-18-17
CMSC451,0101,0,80,0,05-18-17
CMSC451,0201,5,50,0,05-18-17
CMSC435,0101,0,48,0,05-18-17
CMSC434,0101,0,47,0,05-18-17
CMSC426,0101,0,50,0,05-18-17
CMSC436,0101,0,80,0,05-18-17
CMSC424,0101,12,80,0,05-18-17
CMSC424,0201,0,80,0,05-18-17
CMSC423,0101,0,70,0,05-18-17
CMSC422,0101,0,80,0,05-18-17
CMSC422,0201,0,80,0,05-18-17
CMSC421,0101,0,80,0,05-18-17
CMSC420,0101,0,80,0,05-18-17
CMSC420,0301,0,50,0,05-18-17
CMSC420,0201,0,50,0,05-18-17
CMSC474,0101,12,50,0,05-19-17
CMSC417,0101,0,50,13,05-19-17
CMSC417,0201,0,40,11,05-19-17
CMSC414,0101,0,50,35,05-19-17
CMSC414,0301,0,75,28,05-19-17
CMSC414,0201,0,80,31,05-19-17
CMSC460,0401,15,25,0,05-19-17
CMSC460,0101,0,20,12,05-19-17
CMSC460,0301,0,25,2,05-19-17
CMSC460,0201,0,27,13,05-19-17
CMSC412,0101,0,25,5,05-19-17
CMSC412,0102,0,25,7,05-19-17
CMSC466,0101,0,27,1,05-19-17
CMSC433,0101,0,80,36,05-19-17
CMSC411,0101,0,80,27,05-19-17
CMSC430,0101,0,50,7,05-19-17
CMSC451,0101,0,80,15,05-19-17
CMSC451,0201,4,50,0,05-19-17
CMSC435,0101,0,48,13,05-19-17
CMSC434,0101,0,47,30,05-19-17
CMSC426,0101,0,50,12,05-19-17
CMSC436,0101,0,80,19,05-19-17
CMSC424,0101,12,80,0,05-19-17
CMSC424,0201,0,80,12,05-19-17
CMSC423,0101,0,70,12,05-19-17
CMSC422,0101,0,80,27,05-19-17
CMSC422,0201,0,80,19,05-19-17
CMSC421,0101,0,80,17,05-19-17
CMSC420,0101,0,80,38,05-19-17
CMSC420,0301,0,50,21,05-19-17
CMSC420,0201,0,50,43,05-19-17
